基隆舊站逐時潮位觀測資料
位置：基隆港
儀器型式：
基準面相對KP:
yyyymmddhh：西元年月日時
height：潮位
潮高單位：公厘；潮高空白或時間不連續，表示缺觀測資料。
時間：民國69年1月－民國69年12月
**************************
*st    yyyymmddhh height
1512   1980021213   710 Q
1512   1980021214   710 Q
1512   1980021215   750 Q
1512   1980021216   790 Q
1512   1980021217   820 Q
1512   1980021218   830 Q
1512   1980021219   800 Q
1512   1980021220   720 Q
1512   1980021221   580 Q
1512   1980021222   430 Q
1512   1980021223   300 Q
1512   1980021300   220 Q
1512   1980021301   170 Q
1512   1980021302   200 Q
1512   1980021303   300 Q
1512   1980021304   460 Q
1512   1980021305   640 Q
1512   1980021306   780 Q
1512   1980021307   880 Q
1512   1980021308   980 Q
1512   1980021309  1020 Q
1512   1980021310   950 Q
1512   1980021311   880 Q
1512   1980021312   820 Q
1512   1980021313   770 Q
1512   1980021314   740 Q
1512   1980021315   760 Q
1512   1980021316   800 Q
1512   1980021317   840 Q
1512   1980021318   860 Q
1512   1980021319   850 Q
1512   1980021320   810 Q
1512   1980021321   720 Q
1512   1980021322   560 Q
1512   1980021323   390 Q
1512   1980021400   240 Q
1512   1980021401   170 Q
1512   1980021402   160 Q
1512   1980021403   220 Q
1512   1980021404   380 Q
1512   1980021405   600 Q
1512   1980021406   770 Q
1512   1980021407   920 Q
1512   1980021408  1040 Q
1512   1980021409  1080 Q
1512   1980021410  1070 Q
1512   1980021411   970 Q
1512   1980021412   880 Q
1512   1980021413   820 Q
1512   1980021414   790 Q
1512   1980021415   790 Q
1512   1980021416   830 Q
1512   1980021417   880 Q
1512   1980021418   920 Q
1512   1980021419   930 Q
1512   1980021420   900 Q
1512   1980021421   810 Q
1512   1980021422   660 Q
1512   1980021423   470 Q
1512   1980021500   290 Q
1512   1980021501   170 Q
1512   1980021502   120 Q
1512   1980021503   150 Q
1512   1980021504   270 Q
1512   1980021505   460 Q
1512   1980021506   670 Q
1512   1980021507   850 Q
1512   1980021508  1000 Q
1512   1980021509  1080 Q
1512   1980021510  1070 Q
1512   1980021511  1010 Q
1512   1980021512   920 Q
1512   1980021513   820 Q
1512   1980021514   780 Q
1512   1980021515   770 Q
1512   1980021516   790 Q
1512   1980021517   840 Q
1512   1980021518   900 Q
1512   1980021519   960 Q
1512   1980021520   950 Q
1512   1980021521   870 Q
1512   1980021522   730 Q
1512   1980021523   560 Q
1512   1980021600   340 Q
1512   1980021601   160 Q
1512   1980021602    60 Q
1512   1980021603    20 Q
1512   1980021604    90 Q
1512   1980021605   250 Q
1512   1980021606   460 Q
1512   1980021607   660 Q
1512   1980021608   860 Q
1512   1980021609   960 Q
1512   1980021610   980 Q
1512   1980021611   940 Q
1512   1980021612   840 Q
1512   1980021613   740 Q
1512   1980021614   650 Q
1512   1980021615   620 Q
1512   1980021616   650 Q
1512   1980021617   720 Q
1512   1980021618   800 Q
1512   1980021619   870 Q
1512   1980021620   950 Q
1512   1980021621   930 Q
1512   1980021622   830 Q
1512   1980021623   700 Q
1512   1980021700   500 Q
1512   1980021701   290 Q
1512   1980021702   110 Q
1512   1980021703   -20 Q
1512   1980021704    40 Q
1512   1980021705   160 Q
1512   1980021706   350 Q
1512   1980021707   570 Q
1512   1980021708   800 Q
1512   1980021709   930 Q
1512   1980021710  1030 Q
1512   1980021711  1020 Q
1512   1980021712   980 Q
1512   1980021713   870 Q
1512   1980021714   710 Q
1512   1980021715   610 Q
1512   1980021716   590 Q
1512   1980021717   660 Q
1512   1980021718   750 Q
1512   1980021719   860 Q
1512   1980021720   960 Q
1512   1980021721  1030 Q
1512   1980021722  1020 Q
1512   1980021723   930 Q
1512   1980021800   800 Q
1512   1980021801   570 Q
1512   1980021802   330 Q
1512   1980021803   110 Q
1512   1980021804    50 Q
1512   1980021805   130 Q
1512   1980021806   280 Q
1512   1980021807   450 Q
1512   1980021808   680 Q
1512   1980021809   850 Q
1512   1980021810  1010 Q
1512   1980021811  1070 Q
1512   1980021812  1070 Q
1512   1980021813  1000 Q
1512   1980021814   840 Q
1512   1980021815   640 Q
1512   1980021816   540 Q
1512   1980021817   540 Q
1512   1980021818   610 Q
1512   1980021819   710 Q
1512   1980021820   810 Q
1512   1980021821   940 Q
1512   1980021822  1030 Q
1512   1980021823  1030 Q
1512   1980021900   960 Q
1512   1980021901   860 Q
1512   1980021902   630 Q
1512   1980021903   400 Q
1512   1980021904   240 Q
1512   1980021905   210 Q
1512   1980021906   280 Q
1512   1980021907   420 Q
1512   1980021908   610 Q
1512   1980021909   820 Q
1512   1980021910  1030 Q
1512   1980021911  1120 Q
1512   1980021912  1160 Q
1512   1980021913  1120 Q
1512   1980021914   950 Q
1512   1980021915   770 Q
1512   1980021916   650 Q
1512   1980021917   610 Q
1512   1980021918   640 Q
1512   1980021919   710 Q
1512   1980021920   790 Q
1512   1980021921   890 Q
1512   1980021922   990 Q
1512   1980021923  1050 Q
1512   1980022000  1040 Q
1512   1980022001   990 Q
1512   1980022002   870 Q
1512   1980022003   690 Q
1512   1980022004   490 Q
1512   1980022005   390 Q
1512   1980022006   380 Q
1512   1980022007   450 Q
1512   1980022008   550 Q
1512   1980022009   690 Q
1512   1980022010   850 Q
1512   1980022011  1000 Q
1512   1980022012  1070 Q
1512   1980022013  1070 Q
1512   1980022014  1020 Q
1512   1980022015   860 Q
1512   1980022016   680 Q
1512   1980022017   550 Q
1512   1980022018   470 Q
1512   1980022019   470 Q
1512   1980022020   550 Q
1512   1980022021   650 Q
1512   1980022022   760 Q
1512   1980022023   880 Q
1512   1980022100   940 Q
1512   1980022101   970 Q
1512   1980022102   940 Q
1512   1980022103   870 Q
1512   1980022104   720 Q
1512   1980022105   600 Q
1512   1980022106   510 Q
1512   1980022107   490 Q
1512   1980022108   540 Q
1512   1980022109   630 Q
1512   1980022110   740 Q
1512   1980022111   850 Q
1512   1980022112   950 Q
1512   1980022113  1010 Q
1512   1980022114  1000 Q
1512   1980022115   910 Q
1512   1980022116   760 Q
1512   1980022117   590 Q
1512   1980022118   460 Q
1512   1980022119   400 Q
1512   1980022120   400 Q
1512   1980022121   460 Q
1512   1980022122   560 Q
1512   1980022123   680 Q
1512   1980022200   780 Q
1512   1980022201   880 Q
1512   1980022202   940 Q
1512   1980022203   950 Q
1512   1980022204   880 Q
1512   1980022205   770 Q
1512   1980022206   680 Q
1512   1980022207   610 Q
1512   1980022208   580 Q
1512   1980022209   600 Q
1512   1980022210   660 Q
1512   1980022211   760 Q
1512   1980022212   860 Q
1512   1980022213   930 Q
1512   1980022214   960 Q
1512   1980022215   940 Q
1512   1980022216   850 Q
1512   1980022217   700 Q
1512   1980022218   540 Q
1512   1980022219   420 Q
1512   1980022220   330 Q
1512   1980022221   290 Q
1512   1980022222   330 Q
1512   1980022223   400 Q
1512   1980022300   530 Q
1512   1980022301   660 Q
1512   1980022302   790 Q
1512   1980022303   880 Q
1512   1980022304   940 Q
1512   1980022305   910 Q
1512   1980022306   850 Q
1512   1980022307   790 Q
1512   1980022308   710 Q
1512   1980022309   650 Q
1512   1980022310   650 Q
1512   1980022311   680 Q
1512   1980022312   750 Q
1512   1980022313   860 Q
1512   1980022314   930 Q
1512   1980022315   990 Q
1512   1980022316   970 Q
1512   1980022317   880 Q
1512   1980022318   770 Q
1512   1980022319   620 Q
1512   1980022320   500 Q
1512   1980022321   380 Q
1512   1980022322   310 Q
1512   1980022323   320 Q
1512   1980022400   410 Q
1512   1980022401   540 Q
1512   1980022402   690 Q
1512   1980022403   810 Q
1512   1980022404   930 Q
1512   1980022405  1030 Q
1512   1980022406  1040 Q
1512   1980022407   980 Q
1512   1980022408   900 Q
1512   1980022409   840 Q
1512   1980022410   760 Q
1512   1980022411   720 Q
1512   1980022412   730 Q
1512   1980022413   780 Q
1512   1980022414   860 Q
1512   1980022415   920 Q
1512   1980022416   970 Q
1512   1980022417   980 Q
1512   1980022418   920 Q
1512   1980022419   810 Q
1512   1980022420   690 Q
1512   1980022421   550 Q
1512   1980022422   440 Q
1512   1980022423   400 Q
1512   1980022500   400 Q
1512   1980022501   480 Q
1512   1980022502   600 Q
1512   1980022503   720 Q
1512   1980022504   860 Q
1512   1980022505  1020 Q
1512   1980022506  1090 Q
1512   1980022507  1120 Q
1512   1980022508  1070 Q
1512   1980022509  1010 Q
1512   1980022510   930 Q
1512   1980022511   860 Q
1512   1980022512   790 Q
1512   1980022513   760 Q
1512   1980022514   790 Q
1512   1980022515   840 Q
1512   1980022516   890 Q
1512   1980022517   920 Q
1512   1980022518   910 Q
1512   1980022519   860 Q
1512   1980022520   750 Q
1512   1980022521   600 Q
1512   1980022522   450 Q
1512   1980022523   350 Q
1512   1980022600   300 Q
1512   1980022601   310 Q
1512   1980022602   370 Q
1512   1980022603   510 Q
1512   1980022604   690 Q
1512   1980022605   860 Q
1512   1980022606  1020 Q
1512   1980022607  1110 Q
1512   1980022608  1180 Q
1512   1980022609  1160 Q
1512   1980022610  1070 Q
1512   1980022611   980 Q
1512   1980022612   900 Q
1512   1980022613   850 Q
1512   1980022614   830 Q
1512   1980022615   850 Q
1512   1980022616   890 Q
1512   1980022617   950 Q
1512   1980022618   980 Q
1512   1980022619   990 Q
1512   1980022620   940 Q
1512   1980022621   820 Q
1512   1980022622   690 Q
1512   1980022623   550 Q
1512   1980022700   460 Q
1512   1980022701   400 Q
1512   1980022702   440 Q
1512   1980022703   550 Q
1512   1980022704   680 Q
1512   1980022705   850 Q
1512   1980022706  1040 Q
1512   1980022707  1190 Q
1512   1980022708  1290 Q
1512   1980022709  1350 Q
1512   1980022710  1280 Q
1512   1980022711  1180 Q
1512   1980022712  1080 Q
1512   1980022713   960 Q
1512   1980022714   900 Q
1512   1980022715   880 Q
1512   1980022716   880 Q
1512   1980022717   900 Q
1512   1980022718   920 Q
1512   1980022719   950 Q
1512   1980022720   980 Q
1512   1980022721   890 Q
1512   1980022722   760 Q
1512   1980022723   610 Q
1512   1980022800   450 Q
1512   1980022801   350 Q
1512   1980022802   310 Q
1512   1980022803   340 Q
1512   1980022804   410 Q
1512   1980022805   520 Q
1512   1980022806   650 Q
1512   1980022807   820 Q
1512   1980022808   980 Q
1512   1980022809  1050 Q
1512   1980022810  1060 Q
1512   1980022811  1020 Q
1512   1980022812   890 Q
1512   1980022813   800 Q
1512   1980022814   740 Q
1512   1980022815   700 Q
1512   1980022816   710 Q
1512   1980022817   740 Q
1512   1980022818   730 Q
1512   1980022819   840 Q
1512   1980022820   860 Q
1512   1980022821   830 Q
1512   1980022822   760 Q
1512   1980022823   640 Q
1512   1980022900   510 Q
1512   1980022901   380 Q
1512   1980022902   310 Q
1512   1980022903   300 Q
1512   1980022904   360 Q
1512   1980022905   450 Q
1512   1980022906   590 Q
1512   1980022907   730 Q
1512   1980022908   890 Q
1512   1980022909  1010 Q
1512   1980022910  1060 Q
1512   1980022911  1030 Q
1512   1980022912   940 Q
1512   1980022913   850 Q
1512   1980022914   800 Q
1512   1980022915   760 Q
1512   1980022916   750 Q
1512   1980022917   790 Q
1512   1980022918   830 Q
1512   1980022919   890 Q
1512   1980022920   920 Q
1512   1980022921   920 Q
1512   1980022922   870 Q
1512   1980022923   760 Q
1512   1980030100   620 Q
1512   1980030101   490 Q
1512   1980030102   400 Q
1512   1980030103   370 Q
1512   1980030104   390 Q
1512   1980030105   500 Q
1512   1980030106   640 Q
1512   1980030107   780 Q
1512   1980030108   910 Q
1512   1980030109  1050 Q
1512   1980030110  1150 Q
1512   1980030111  1150 Q
1512   1980030112  1080 Q
1512   1980030113   980 Q
1512   1980030114   890 Q
1512   1980030115   830 Q
1512   1980030116   830 Q
1512   1980030117   910 Q
1512   1980030118  1010 Q
1512   1980030119  1090 Q
1512   1980030120  1150 Q
1512   1980030121  1180 Q
1512   1980030122  1130 Q
1512   1980030123  1050 Q
1512   1980030200   910 Q
1512   1980030201   750 Q
1512   1980030202   610 Q
1512   1980030203   540 Q
1512   1980030204   540 Q
1512   1980030205   600 Q
1512   1980030206   690 Q
1512   1980030207   810 Q
1512   1980030208   960 Q
1512   1980030209  1050 Q
1512   1980030210  1100 Q
1512   1980030211  1080 Q
1512   1980030212  1010 Q
1512   1980030213   890 Q
1512   1980030214   790 Q
1512   1980030215   700 Q
1512   1980030216   630 Q
1512   1980030217   650 Q
1512   1980030218   700 Q
1512   1980030219   750 Q
1512   1980030220   820 Q
1512   1980030221   880 Q
1512   1980030222   900 Q
1512   1980030223   840 Q
1512   1980030300   750 Q
1512   1980030301   620 Q
1512   1980030302   460 Q
1512   1980030303   360 Q
1512   1980030304   340 Q
1512   1980030305   390 Q
1512   1980030306   480 Q
1512   1980030307   590 Q
1512   1980030308   740 Q
1512   1980030309   870 Q
1512   1980030310   990 Q
1512   1980030311  1050 Q
1512   1980030312  1000 Q
1512   1980030313   890 Q
1512   1980030314   770 Q
1512   1980030315   690 Q
1512   1980030316   640 Q
1512   1980030317   670 Q
1512   1980030318   750 Q
1512   1980030319   830 Q
1512   1980030320   920 Q
1512   1980030321  1020 Q
1512   1980030322  1040 Q
1512   1980030323  1020 Q
1512   1980030400   970 Q
1512   1980030401   830 Q
1512   1980030402   670 Q
1512   1980030403   570 Q
1512   1980030404   510 Q
1512   1980030405   550 Q
1512   1980030406   620 Q
1512   1980030407   710 Q
1512   1980030408   830 Q
1512   1980030409   940 Q
1512   1980030410  1050 Q
1512   1980030411  1110 Q
1512   1980030412  1100 Q
1512   1980030413   990 Q
1512   1980030414   880 Q
1512   1980030415   750 Q
1512   1980030416   680 Q
1512   1980030417   660 Q
1512   1980030418   700 Q
1512   1980030419   790 Q
1512   1980030420   860 Q
1512   1980030421   950 Q
1512   1980030422  1030 Q
1512   1980030423  1040 Q
1512   1980030500   960 Q
1512   1980030501   850 Q
1512   1980030502   730 Q
1512   1980030503   630 Q
1512   1980030504   560 Q
1512   1980030505   550 Q
1512   1980030506   600 Q
1512   1980030507   690 Q
1512   1980030508   780 Q
1512   1980030509   860 Q
1512   1980030510   950 Q
1512   1980030511  1030 Q
1512   1980030512  1030 Q
1512   1980030513   990 Q
1512   1980030514   870 Q
1512   1980030515   730 Q
1512   1980030516   620 Q
1512   1980030517   570 Q
1512   1980030518   600 Q
1512   1980030519   650 Q
1512   1980030520   700 Q
1512   1980030521   780 Q
1512   1980030522   880 Q
1512   1980030523   970 Q
1512   1980030600  1050 Q
1512   1980030601  1000 Q
1512   1980030602   890 Q
1512   1980030603   790 Q
1512   1980030604   700 Q
1512   1980030605   630 Q
1512   1980030606   610 Q
1512   1980030607   640 Q
1512   1980030608   710 Q
1512   1980030609   770 Q
1512   1980030610   890 Q
1512   1980030611  1020 Q
1512   1980030612  1090 Q
1512   1980030613  1060 Q
1512   1980030614   950 Q
1512   1980030615   840 Q
1512   1980030616   700 Q
1512   1980030617   590 Q
1512   1980030618   570 Q
1512   1980030619   600 Q
1512   1980030620   650 Q
1512   1980030621   730 Q
1512   1980030622   840 Q
1512   1980030623   960 Q
1512   1980030700  1060 Q
1512   1980030701  1050 Q
1512   1980030702   950 Q
1512   1980030703   840 Q
1512   1980030704   750 Q
1512   1980030705   710 Q
1512   1980030706   690 Q
1512   1980030707   690 Q
1512   1980030708   720 Q
1512   1980030709   790 Q
1512   1980030710   880 Q
1512   1980030711   980 Q
1512   1980030712  1030 Q
1512   1980030713  1050 Q
1512   1980030714  1020 Q
1512   1980030715   900 Q
1512   1980030716   780 Q
1512   1980030717   680 Q
1512   1980030718   620 Q
1512   1980030719   590 Q
1512   1980030720   630 Q
1512   1980030721   710 Q
1512   1980030722   810 Q
1512   1980030723   890 Q
1512   1980030800  1000 Q
1512   1980030801  1090 Q
1512   1980030802  1110 Q
1512   1980030803  1070 Q
1512   1980030804   990 Q
1512   1980030805   930 Q
1512   1980030806   860 Q
1512   1980030807   830 Q
1512   1980030808   840 Q
1512   1980030809   880 Q
1512   1980030810   930 Q
1512   1980030811   990 Q
1512   1980030812  1060 Q
1512   1980030813  1090 Q
1512   1980030814  1090 Q
1512   1980030815  1030 Q
1512   1980030816   900 Q
1512   1980030817   770 Q
1512   1980030818   670 Q
1512   1980030819   590 Q
1512   1980030820   560 Q
1512   1980030821   590 Q
1512   1980030822   640 Q
1512   1980030823   740 Q
1512   1980030900   840 Q
1512   1980030901   970 Q
1512   1980030902  1050 Q
1512   1980030903  1100 Q
1512   1980030904  1070 Q
1512   1980030905  1030 Q
1512   1980030906   980 Q
1512   1980030907   920 Q
1512   1980030908   870 Q
1512   1980030909   880 Q
1512   1980030910   930 Q
1512   1980030911   970 Q
1512   1980030912  1030 Q
1512   1980030913  1060 Q
1512   1980030914  1070 Q
1512   1980030915  1060 Q
1512   1980030916  1000 Q
1512   1980030917   890 Q
1512   1980030918   800 Q
1512   1980030919   700 Q
1512   1980030920   640 Q
1512   1980030921   610 Q
1512   1980030922   660 Q
1512   1980030923   750 Q
1512   1980031000   860 Q
1512   1980031001   970 Q
1512   1980031002  1070 Q
1512   1980031003  1140 Q
1512   1980031004  1160 Q
1512   1980031005  1150 Q
1512   1980031006  1100 Q
1512   1980031007  1040 Q
1512   1980031008   980 Q
1512   1980031009   920 Q
